,Category,Citation Category,Year,Count
3062,"Architecture, Embedded Systems and Electronics, Robotics",Human Computer Interaction,2018,102
3063,"Architecture, Embedded Systems and Electronics, Robotics",Networks and Communications,2018,299
3064,"Architecture, Embedded Systems and Electronics, Robotics",Security and Privacy,2018,92
3065,"Architecture, Embedded Systems and Electronics, Robotics",Society and the Computing Profession,2018,54
3066,"Architecture, Embedded Systems and Electronics, Robotics",Software Engineering and Programming Languages,2018,697
3067,"Architecture, Embedded Systems and Electronics, Robotics","Web, Mobile and Multimedia Technologies",2018,76
3068,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2018,80
3069,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Architecture, Embedded Systems and Electronics, Robotics",2018,64
3070,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2018,701
3071,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2018,495
3072,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Computational Theory, Algorithms and Mathematics",2018,103
3073,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Graphics and Computer-Aided Design,2018,515
3074,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Hardware, Power and Energy",2018,87
3075,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Human Computer Interaction,2018,153
3076,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Networks and Communications,2018,66
3077,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Security and Privacy,2018,64
3078,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Society and the Computing Profession,2018,48
3079,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Software Engineering and Programming Languages,2018,149
3080,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Web, Mobile and Multimedia Technologies",2018,111
3081,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2018,66
3082,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Architecture, Embedded Systems and Electronics, Robotics",2018,55
3083,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2018,459
3084,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2018,1439
3085,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Computational Theory, Algorithms and Mathematics",2018,162
3086,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Graphics and Computer-Aided Design,2018,4
3087,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Hardware, Power and Energy",2018,50
3088,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Human Computer Interaction,2018,199
3089,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Networks and Communications,2018,56
3090,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Security and Privacy,2018,27
3091,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Society and the Computing Profession,2018,46
3092,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Software Engineering and Programming Languages,2018,178
3093,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Web, Mobile and Multimedia Technologies",2018,180
3094,"Computational Theory, Algorithms and Mathematics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2018,47
3095,"Computational Theory, Algorithms and Mathematics","Architecture, Embedded Systems and Electronics, Robotics",2018,95
3096,"Computational Theory, Algorithms and Mathematics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2018,101
3097,"Computational Theory, Algorithms and Mathematics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2018,184
3098,"Computational Theory, Algorithms and Mathematics","Computational Theory, Algorithms and Mathematics",2018,550
3099,"Computational Theory, Algorithms and Mathematics",Graphics and Computer-Aided Design,2018,102
3100,"Computational Theory, Algorithms and Mathematics","Hardware, Power and Energy",2018,20
3101,"Computational Theory, Algorithms and Mathematics",Human Computer Interaction,2018,54
3102,"Computational Theory, Algorithms and Mathematics",Networks and Communications,2018,76
3103,"Computational Theory, Algorithms and Mathematics",Security and Privacy,2018,38
3104,"Computational Theory, Algorithms and Mathematics",Society and the Computing Profession,2018,19
3105,"Computational Theory, Algorithms and Mathematics",Software Engineering and Programming Languages,2018,246
3106,"Computational Theory, Algorithms and Mathematics","Web, Mobile and Multimedia Technologies",2018,25
3107,Graphics and Computer-Aided Design,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2018,114
3108,Graphics and Computer-Aided Design,"Architecture, Embedded Systems and Electronics, Robotics",2018,32
3109,Graphics and Computer-Aided Design,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2018,417
3110,Graphics and Computer-Aided Design,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2018,20
3111,Graphics and Computer-Aided Design,"Computational Theory, Algorithms and Mathematics",2018,272
3112,Graphics and Computer-Aided Design,Graphics and Computer-Aided Design,2018,2406
3113,Graphics and Computer-Aided Design,"Hardware, Power and Energy",2018,41
3114,Graphics and Computer-Aided Design,Human Computer Interaction,2018,156
3115,Graphics and Computer-Aided Design,Networks and Communications,2018,13
3116,Graphics and Computer-Aided Design,Security and Privacy,2018,2
3117,Graphics and Computer-Aided Design,Society and the Computing Profession,2018,4
3118,Graphics and Computer-Aided Design,Software Engineering and Programming Languages,2018,61
3119,Graphics and Computer-Aided Design,"Web, Mobile and Multimedia Technologies",2018,10
3120,"Hardware, Power and Energy","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2018,37
3121,"Hardware, Power and Energy","Architecture, Embedded Systems and Electronics, Robotics",2018,239
3122,"Hardware, Power and Energy","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2018,65
3123,"Hardware, Power and Energy","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2018,33
3124,"Hardware, Power and Energy","Computational Theory, Algorithms and Mathematics",2018,27
3125,"Hardware, Power and Energy",Graphics and Computer-Aided Design,2018,36
3126,"Hardware, Power and Energy","Hardware, Power and Energy",2018,499
3127,"Hardware, Power and Energy",Human Computer Interaction,2018,147
3128,"Hardware, Power and Energy",Networks and Communications,2018,76
3129,"Hardware, Power and Energy",Security and Privacy,2018,22
3130,"Hardware, Power and Energy",Society and the Computing Profession,2018,24
3131,"Hardware, Power and Energy",Software Engineering and Programming Languages,2018,174
3132,"Hardware, Power and Energy","Web, Mobile and Multimedia Technologies",2018,21
3133,Human Computer Interaction,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2018,169
3134,Human Computer Interaction,"Architecture, Embedded Systems and Electronics, Robotics",2018,40
3135,Human Computer Interaction,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2018,119
3136,Human Computer Interaction,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2018,65
3137,Human Computer Interaction,"Computational Theory, Algorithms and Mathematics",2018,14
3138,Human Computer Interaction,Graphics and Computer-Aided Design,2018,133
3139,Human Computer Interaction,"Hardware, Power and Energy",2018,64
3140,Human Computer Interaction,Human Computer Interaction,2018,1410
3141,Human Computer Interaction,Networks and Communications,2018,92
3142,Human Computer Interaction,Security and Privacy,2018,56
3143,Human Computer Interaction,Society and the Computing Profession,2018,225
3144,Human Computer Interaction,Software Engineering and Programming Languages,2018,90
3145,Human Computer Interaction,"Web, Mobile and Multimedia Technologies",2018,86
3146,Networks and Communications,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2018,40
3147,Networks and Communications,"Architecture, Embedded Systems and Electronics, Robotics",2018,126
3148,Networks and Communications,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2018,45
3149,Networks and Communications,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2018,129
